,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
861,0,0.457154579,50,0,0.103425118,13400,7,0,0,0,2
862,0,0.119460647,34,0,0.32224953,6916,5,0,1,0,0
863,0,0.717853471,67,0,3174,NA,15,0,3,0,0
864,0,0.607205622,63,0,4627,NA,15,0,1,0,0
865,0,0.276593085,62,0,0.121835693,19000,8,0,1,0,0
866,0,0.128419662,59,0,0.226433961,11000,10,0,1,0,0
867,0,0.059356682,32,0,4121,NA,10,0,1,0,0
868,0,0.000237284,64,0,0.427787663,6743,10,0,1,0,0
869,0,0.738420926,72,0,2367,NA,11,0,1,0,0
870,0,0.086492476,64,0,0.074734316,5833,8,0,1,0,1
871,0,0.222472191,30,0,0.589815683,3200,4,0,1,0,0
872,0,0.035754761,79,0,0.00829363,5666,5,0,0,0,1
873,0,0.003986049,81,0,0.207164676,3600,10,0,1,0,0
874,0,0.093741762,41,2,0.718171926,3675,10,0,3,0,2
875,0,0.231979494,58,0,0.373801016,10633,28,0,4,0,0
876,0,0.105969699,55,0,3063,NA,8,0,1,0,0
877,0,0.041411471,45,0,0.008456176,8750,3,0,0,0,3
878,0,0.223055966,44,0,0.430297475,12000,13,0,2,0,3
879,0,0.452864285,49,0,0.330947228,6006,10,0,1,0,1
880,0,0.016031741,74,0,1202,NA,4,0,1,0,NA
881,0,0.9999999,26,0,0.137820513,1871,1,0,0,0,0
882,0,0.15189171,59,0,0.301074556,15075,13,0,2,0,0
883,0,0.606025418,39,3,0.375647341,7916,10,0,2,0,2
884,0,0.075168462,48,0,1421,NA,3,0,1,0,0
885,0,0.061833522,49,0,2788,NA,6,0,2,0,0
886,0,0.010186243,47,0,0.022504141,24750,7,0,0,0,2
887,0,0.515975688,28,0,0.679853795,4650,14,0,1,0,0
888,0,0.347921078,42,0,0.373740482,13000,11,0,2,0,2
889,0,0.108983159,53,0,0.31035201,4800,10,0,1,0,0
890,0,0.165720783,68,0,0.311916978,8575,10,0,1,0,0
891,0,0.194625748,31,1,0.283571758,4333,20,0,0,0,0
892,0,0.48987523,34,0,0.319171724,2800,3,0,0,0,1
893,0,0.958820874,56,0,0.236573549,9700,12,0,1,0,1
894,0,0.799018271,30,0,1.298161471,1250,4,0,1,0,0
895,0,0.011505437,52,0,0.274253271,4050,9,0,1,0,0
896,0,0.819115784,54,0,0.528381219,2853,7,0,1,0,0
897,0,0,39,0,0.551779288,2500,7,0,2,0,0
898,0,0.122544324,57,0,0.42893401,4333,9,0,1,0,1
899,0,0.667833042,60,0,81,NA,2,0,0,0,0
900,0,0.3882572,45,0,1.112942122,4975,13,0,4,0,1
901,0,2.258964143,33,2,0.032483758,2000,1,1,0,0,2
902,0,0.013767118,64,0,2004,NA,10,0,2,0,0
903,0,0.187797808,85,0,790,NA,6,0,0,0,0
904,0,0.9999999,34,1,0,5400,0,1,0,0,0
905,0,0.037379559,37,0,0.333851794,9000,11,0,2,0,0
906,0,0.00339983,63,0,0.262694922,2500,5,0,0,0,0
907,0,0.020480494,35,0,1673,NA,10,0,1,0,1
908,0,0.106475741,32,0,0.802308265,2685,5,0,1,0,1
909,0,0.518186405,73,0,0.504887091,8900,17,0,1,0,1
910,0,0.003735788,39,0,0.459166466,4150,10,0,2,0,0
911,0,0.9999999,38,0,2628,NA,6,0,1,0,0
912,0,0.196960608,40,0,0.006959443,4166,1,0,0,0,0
913,0,0.802993617,42,1,0.524458002,9178,9,0,1,0,3
914,0,0.9999999,36,0,0.194963754,2620,3,0,0,0,0
915,0,0.707145775,64,0,3930,NA,13,0,2,0,0
916,0,0.288592785,51,0,0.226213976,10131,4,0,2,0,3
917,0,0.397244161,25,0,0.294852574,2000,5,0,0,0,0
918,0,0.197440895,36,0,777,NA,3,0,1,0,NA
919,0,0.004884836,34,0,0.474904943,5259,11,0,2,0,2
920,1,1.362141746,73,1,274,NA,2,3,0,1,NA
921,0,0.17545213,55,2,0.27018019,9600,11,0,2,0,0
922,1,0.514353049,39,0,0.984408835,2308,15,0,1,0,1
923,0,0.00069993,83,0,0,10500,4,0,0,0,0
924,0,0.822400231,63,0,0.515793683,2500,12,0,0,0,0
925,0,0.0427599,52,0,7806,NA,21,0,2,0,2
926,0,0.222506167,59,0,0.271467415,11400,9,0,2,0,0
927,0,0.391045602,24,0,0.069040925,3200,11,0,0,0,0
928,0,0.028775625,44,0,0.137224283,5122,4,0,0,0,0
929,0,0.477367751,36,0,0.339874121,2700,6,0,0,0,0
930,0,0.018538176,74,0,1184,NA,8,0,1,0,0
931,0,0.041366785,45,0,0.224577542,10000,8,0,0,0,2
932,0,0.994269551,41,0,2809,NA,5,0,2,0,0
933,0,0.127159603,63,0,0.454098361,5489,20,0,4,0,0
934,0,0.610408703,41,1,0.064417178,2933,7,0,0,0,2
935,0,0.156645781,45,1,0.560214893,6700,8,0,2,0,2
936,0,0.526201662,54,4,0.343546258,25000,9,0,3,0,1
937,0,0.03737868,76,1,0.372787227,2880,8,0,1,0,0
938,0,0.163750645,65,0,0.266873313,10000,13,0,1,0,0
939,0,0.086382723,38,0,2615,NA,6,0,1,0,NA
940,0,0.9999999,47,0,0.370691923,3800,6,0,0,0,1
941,0,0.029132576,68,0,0.008222093,10337,10,0,1,0,1
942,0,0.153646677,34,0,1.220066377,3916,7,0,2,0,0
943,0,0.083781617,46,0,0.421201915,5640,16,0,1,0,2
944,1,0.913773615,55,2,0.881655429,4300,17,0,2,0,1
945,0,0.251284106,34,0,0.75145816,8400,18,0,4,0,0
946,0,0.072587125,29,0,0.046662778,12000,15,0,0,0,0
947,0,0,35,0,0,1500,3,0,0,0,0
948,0,0.133613717,43,1,0.421048246,12000,14,0,3,1,2
949,0,0.001905482,37,0,2.694610778,500,11,0,2,0,2
950,0,0.040547951,74,0,0.020736901,5400,5,0,0,0,0
951,0,0.03452873,55,0,0.514162132,7166,7,0,2,0,1
952,0,0.010441271,72,0,692,NA,7,0,0,0,0
953,0,0,80,1,1589,NA,8,0,1,0,0
954,0,0.001882242,50,0,1.317473011,2500,9,0,2,0,1
955,0,0.015644567,77,0,24,NA,5,0,0,0,NA
956,0,0.630901661,73,0,0.047400612,4577,3,0,0,0,0
957,0,0,52,0,0.257757365,8926,11,0,1,0,2
958,0,0.055228298,48,0,0.146276596,12407,5,0,1,0,0
959,0,0.946508915,44,0,0.148162041,2665,5,0,0,0,1
960,0,0,50,0,0,6400,2,0,0,0,0
961,0,0.833594158,44,0,178,NA,9,0,0,0,0
962,0,0.030327811,70,0,1934,NA,11,0,2,0,0
963,0,0.194273425,53,0,817,NA,13,0,0,0,3
964,0,0,70,0,0,3500,6,0,0,0,0
965,0,0.205655719,36,0,2082,NA,13,0,2,0,0
966,0,0.235752849,63,0,724,NA,3,0,0,0,0
967,0,0.029878794,50,0,0.318734063,13333,11,0,3,0,1
968,1,1.004421666,48,3,0.605098725,4000,10,0,2,0,1
969,0,0.154955579,62,1,2446,NA,4,1,1,0,0
970,0,0.016658432,53,0,0.315187201,9000,6,0,1,0,0
971,0,0.475841386,43,0,0.198811453,1850,2,0,0,0,3
972,0,0.061439281,58,0,0.498692509,6500,19,0,4,0,1
973,0,0.527904017,67,0,486,NA,4,0,1,0,0
974,0,0.319378527,59,0,0.156959213,6300,22,0,0,0,0
975,0,0.9999999,55,0,0.167543201,5323,1,1,0,1,2
976,0,0.077910174,82,0,162,NA,2,0,0,0,0
977,0,0.278636315,47,0,0.587361677,6867,22,0,1,0,4
978,0,0.352319991,43,0,0.246784845,8630,8,0,0,0,1
979,0,0.256314605,58,3,1.511162946,3000,24,0,2,0,0
980,0,0,41,0,0.346902339,5600,4,0,1,0,0
981,0,0.066113797,63,0,0.621679828,9750,24,0,2,0,2
982,0,0.749133564,50,2,0.432119554,4750,17,0,1,0,0
983,0,0.041992219,32,0,85,NA,7,0,0,0,0
984,0,0.212785199,37,1,106.2727273,21,6,0,2,0,4
985,0,0.951209758,36,0,0.061445262,2310,2,0,0,0,2
986,0,0.700331051,45,1,0.546448087,8966,11,0,2,0,1
987,0,0,26,0,346,NA,8,0,0,0,0
988,0,0.019327552,80,0,0.180763847,5000,11,0,0,0,0
989,1,0.878245498,40,0,0.18141723,3400,5,0,0,0,1
990,0,0.066928871,35,0,0.611050027,3637,5,0,1,0,2
991,0,0.110327321,52,0,0.313439924,6316,16,0,2,0,1
992,1,0.228742911,38,2,3558,NA,19,0,3,0,2
993,0,0.691722293,78,0,0.691183331,6430,6,0,2,0,0
994,0,0.275946359,57,1,0.283411686,13400,10,0,1,0,0
995,0,0.037454421,57,0,0.355043926,3300,17,0,1,0,0
996,0,0.357684244,32,1,710,NA,6,0,0,0,0
997,0,0.102950576,43,1,0.252274773,10000,18,0,3,0,3
998,0,0.9999999,60,1,10.17127624,3000,4,0,1,1,0
999,0,0.040283239,54,0,0.135553584,12400,11,0,1,0,0
1000,0,0.352989385,59,1,0.43955635,13433,18,0,2,0,2
1001,0,0.666948696,56,0,0.185055253,5700,7,0,0,0,0
1002,0,0.181442474,32,0,0.067877957,8750,2,0,0,0,0
1003,0,0.863213679,29,0,0.102670277,18836,4,0,1,0,2
1004,0,0.093632815,68,0,0.306846806,4366,6,0,2,0,0
1005,0,0,50,0,0,6250,4,0,0,0,0
1006,0,0.479013137,36,0,0.531659631,4500,14,0,1,0,2
1007,0,0.257067036,37,0,0.291809152,6140,6,0,0,0,4
1008,0,0.02403549,63,0,19,NA,2,0,0,0,0
1009,0,0.9999999,42,0,0.217236784,2250,1,0,0,0,2
1010,0,0.001890458,47,3,0.268693009,6579,15,0,2,2,1
1011,0,0.399033876,32,0,0.433893685,2200,7,0,0,0,0
1012,0,0.9999999,31,0,0.047961631,3335,2,0,0,1,4
1013,0,0.245930854,39,0,0.537720414,5500,11,0,1,0,1
1014,0,0.003957859,52,0,2574,NA,11,0,1,0,2
1015,0,0.408690635,46,0,1.055195584,4166,12,0,2,0,0
1016,0,0.897369039,57,0,2910,NA,16,0,0,0,0
1017,1,0.017558727,47,0,0.53540175,2513,10,1,1,0,0
1018,0,0.115428519,41,0,0.278969295,6480,12,1,1,1,0
1019,0,0.83983667,49,0,3308,NA,8,0,2,0,1
1020,0,0.004384128,36,0,0.637788225,4466,11,0,1,0,1
1021,0,0.383952208,35,0,0.498566762,15000,18,0,2,0,0
1022,0,0.039609476,50,0,1132,NA,13,0,0,0,0
1023,0,0.02464305,75,0,0.009947892,4221,10,0,0,0,1
1024,0,0.9999999,32,0,0.178302196,3050,1,0,0,1,2
1025,0,0.284499685,66,0,1408,NA,8,0,0,0,1
1026,0,0.9999999,38,1,0.134071341,6503,1,0,0,0,3
1027,0,0.224507069,58,0,1068,NA,8,0,1,0,0
1028,0,0.643133922,47,0,0.158997955,7823,3,0,0,0,0
1029,0,0.149037887,44,0,0.288725647,3130,8,0,1,0,1
1030,1,0.546513871,35,0,0.93824256,8500,17,0,4,0,2
1031,0,0.546015655,39,0,0.407318536,5000,8,0,1,0,0
1032,0,0.14938018,54,1,0.428758481,8400,14,0,1,0,1
1033,0,0.135083219,58,0,0.065139307,10300,7,0,0,0,2
1034,0,0.016221174,65,0,0.194925029,2600,9,0,2,0,3
1035,0,0.068038735,55,0,2.496503497,1000,6,0,1,0,2
1036,0,0.038660566,71,0,0.308086489,8000,7,0,1,0,0
1037,0,0.258812185,35,0,3947,NA,4,0,1,0,0
1038,0,0.033458036,80,0,0.431051723,11000,6,0,2,0,0
1039,0,0.9999999,27,0,0.153061224,2253,3,0,0,0,0
1040,0,0.391214634,39,1,0.287181335,11100,8,0,2,0,2
1041,0,0.377915278,51,0,0.061148228,8830,5,0,0,0,1
1042,0,0.098407733,47,0,0.069744476,8100,6,0,0,0,2
1043,0,0.039686202,46,0,7,NA,6,0,0,0,1
1044,0,0.9999999,51,1,35,NA,0,1,0,0,0
1045,1,0.829560586,34,1,0.248187953,4000,6,0,1,0,2
1046,0,0.631259134,39,0,0.273340433,2816,7,0,0,0,0
1047,0,0.034384238,84,0,51,NA,10,0,0,0,0
1048,0,0.054537616,53,0,0.266824339,4650,10,0,1,0,0
1049,0,0.50009998,34,0,0.211071821,8200,3,0,1,0,0
1050,0,0.112820211,81,0,0.312868713,10000,6,0,1,0,0
1051,0,0.012538557,63,0,0.38510101,2375,12,0,2,0,0
1052,0,0.996101804,43,0,2.579171742,1641,9,0,2,0,3
1053,1,0.232226657,59,6,6.094452774,2000,16,2,1,2,1
1054,0,0.048037041,30,0,2235,NA,5,0,1,0,0
1055,0,0.530405318,61,1,0.469418849,13782,22,0,2,0,0
1056,0,0.520689428,68,3,0.777370438,6000,9,0,3,0,0
1057,0,0.022135842,48,0,0.003547815,6200,2,0,0,0,1
1058,0,0.101790219,63,0,0.042235495,2343,5,0,0,0,0
1059,0,0.323481841,26,0,262,NA,3,0,0,0,0
1060,0,0.014466655,51,0,0.262962153,4570,28,0,2,0,0
1061,0,0.022420519,72,0,1004,NA,6,0,1,0,0
1062,0,0.002349883,66,0,0.39184953,5103,5,0,2,0,0
1063,0,0.1925349,38,0,0.225741941,12500,12,0,2,0,0
1064,0,0.251804415,66,0,0.611755298,2500,7,0,1,0,0
1065,0,0.088911089,35,0,0.000526177,3800,3,0,0,0,0
1066,0,0.987743331,50,0,0.4474,9999,13,0,2,0,0
1067,0,0.9999999,68,1,0,NA,0,1,0,0,0
1068,0,0.030761368,62,0,0.015661446,3000,5,0,1,0,0
1069,0,0.218991588,54,0,0.586137954,3000,13,0,1,0,0
1070,0,0.9999999,38,0,0.110878973,6700,3,0,0,0,3
1071,0,0,45,0,0.365016502,7574,10,0,2,0,1
1072,0,0.002072256,58,0,0.210742857,8749,12,0,2,0,0
1073,0,0.223967181,49,0,1632,NA,8,0,1,0,0
1074,0,0.220201834,34,0,0.462354974,4050,10,0,2,0,1
1075,0,0.788340389,43,0,0.099845092,7100,3,0,0,0,1
1076,0,0.034754891,73,0,1627,NA,12,0,2,0,0
1077,0,0,43,0,0.281729338,15450,10,0,2,0,5
1078,0,0.148225606,63,0,1313,NA,11,0,2,0,0
1079,0,0.68028326,80,0,0.42985336,4568,6,0,1,0,0
1080,0,0.179110121,41,0,0.27491843,9500,10,1,1,0,2
1081,0,0.211367652,60,0,0.24045329,10500,19,0,2,0,0
1082,0,0.012987013,22,0,0,0,2,0,0,0,0
1083,0,0.247135843,34,0,0.090524087,5666,3,0,0,0,1
1084,0,0.9999999,43,0,0.129623459,3000,1,0,0,0,0
1085,1,0.00073798,41,0,0.493126718,4000,4,0,1,0,2
1086,0,0.946978196,34,0,0.335438375,9500,12,0,2,0,2
1087,0,0.866344471,34,0,0.14802475,2100,1,0,0,0,0
1088,0,0,87,0,0.067381539,6900,4,0,0,0,1
1089,0,0.9999999,66,0,0.229471417,11142,6,0,1,0,0
1090,0,0.096113878,41,0,0.224395714,8025,10,0,0,0,4
1091,0,0,37,0,0.372395469,7150,3,0,2,0,2
1092,1,0.9999999,41,0,219,NA,1,2,0,1,NA
1093,0,0.275326535,66,1,0.38317757,5884,17,0,1,0,0
1094,0,0.595112469,33,0,0.378525482,2020,3,0,0,0,0
1095,0,0.026147183,67,0,0.329780147,1500,7,0,1,0,0
1096,0,0.28927034,48,0,0.691654173,2000,7,0,1,0,2
1097,0,0.040423812,61,0,28,NA,6,0,0,0,0
1098,0,0.223677632,67,0,0.326283407,5200,4,0,1,0,2
1099,0,0.077246781,32,0,0.368421053,4084,7,0,1,0,0
1100,0,0.328303003,59,1,0.480057771,9000,9,0,2,0,0
1101,0,0.572324438,50,0,1.052171197,3200,12,0,1,0,3
1102,0,0.966275454,37,0,0.683523654,4290,8,0,1,0,2
1103,0,0.075327056,62,0,0.071378477,12832,7,0,1,0,0
1104,0,0.011073664,52,0,0.012372578,12850,4,0,0,0,3
1105,0,0.369171682,82,0,0.048228914,26000,12,0,1,0,0
1106,0,0.960431398,63,0,0.31506036,5052,3,0,1,0,1
1107,0,0.123471362,63,0,0.364188164,2635,6,0,1,0,1
1108,0,0.127493625,64,0,0.09438021,14875,6,0,2,0,1
1109,0,0.087910156,54,0,0.520623969,20000,8,0,3,0,2
1110,0,0.083766009,53,0,0.34210815,9116,6,0,2,0,1
1111,0,0,78,0,396,NA,3,0,0,0,NA
1112,0,0.48092721,62,0,1.031724668,5200,14,0,3,0,1
1113,0,0.009917446,64,0,0.447430975,5468,12,0,2,0,0
1114,0,0.9999999,37,0,0.377631696,11256,11,0,2,0,1
1115,0,0.078754404,30,0,2129,NA,6,0,2,0,0
1116,0,0.135042385,71,0,0.017903057,10500,14,0,0,0,0
1117,0,0.007999878,65,0,15,NA,13,0,0,0,0
1118,0,0.099190841,57,0,0.604398743,3500,9,0,2,0,0
1119,0,0.29739805,52,0,0.579717373,6014,8,0,1,0,3
1120,0,0.307191593,39,0,0.607185223,5900,5,0,2,0,0
1121,0,0.044225262,39,0,1776,NA,4,0,2,0,0
1122,0,0.125014705,66,2,0.404638145,2500,4,0,1,0,0
1123,0,0.004104171,55,1,1,0,5,0,0,1,0
1124,0,0.013713796,47,0,0.401267976,6466,6,0,2,0,0
1125,0,0.267352626,72,0,0.426685865,4166,10,0,2,0,0
1126,0,0.163836164,53,1,0.092762895,2500,5,0,0,0,0
1127,0,0.9999999,70,0,0,NA,1,0,0,0,NA
1128,0,0.820545297,45,1,3799,NA,4,0,2,0,2
1129,0,0.428382755,36,0,0.2706115,6573,12,0,1,0,0
1130,0,0.0199992,52,0,0.188452887,4000,6,0,1,0,1
1131,0,0.089146989,45,1,0.25974805,5000,7,0,2,0,0
1132,0,0.612030682,74,2,0.76967187,3138,10,1,2,0,0
1133,0,0,48,0,0.05692407,10838,4,0,0,0,1
1134,0,0.801764544,35,1,0.430314406,2130,5,0,0,1,2
1135,0,0,46,0,0.450288902,5018,9,0,1,0,0
1136,0,0.010751197,76,0,0.117910841,3790,17,0,0,0,0
1137,0,0.901795412,47,1,0.52674524,3308,6,0,1,0,3
1138,0,0,70,0,0.252527295,4945,9,0,1,0,0
1139,0,0.001759965,46,0,0.214688239,5500,5,0,1,0,2
1140,0,0.390088472,39,0,0.326036484,3014,6,0,0,0,0
1141,0,0.007353556,80,0,0.29991431,3500,16,0,0,0,1
1142,0,0.9999999,38,1,17,NA,1,0,0,0,0
1143,0,0.061173533,28,0,0.08997001,3000,3,0,0,0,0
1144,0,0.39142696,58,2,0.384779992,7476,6,0,2,0,0
1145,0,0.132820925,42,0,0.914452555,3424,16,0,2,0,1
1146,0,0.842078961,60,0,0.150494324,2730,10,0,0,0,1
1147,1,0.954449046,55,5,773,NA,7,1,0,3,0
1148,0,0.804681521,43,0,0.533815481,10231,12,0,2,0,4
1149,0,0.751585703,56,0,1.478577549,2333,8,0,2,0,0
1150,0,0.28910532,55,0,0.939430965,5728,17,0,3,0,0
1151,0,0.003157687,32,0,1,NA,1,0,0,0,0
1152,0,0.601758577,36,0,2162,NA,10,0,1,0,2
1153,0,0.684020951,50,0,0.894878706,11500,21,0,3,0,0
1154,1,0.81054584,57,2,1.141452126,3456,29,0,1,1,1
1155,0,0,45,1,0.012529992,3750,8,0,0,0,3
1156,0,0,53,0,0.460725507,3500,7,1,1,1,0
1157,0,0.926059916,48,1,12546,NA,8,0,4,0,0
1158,0,0.17988008,23,0,0.003127443,2557,2,0,0,0,0
1159,0,0.226957563,80,0,0.4375,4079,11,0,1,0,1
1160,0,0.941447055,54,0,1.843949701,4850,15,0,4,0,1
1161,0,0.023237542,58,0,0.812428571,6999,19,0,3,0,1
1162,0,0.01718597,48,0,0.348886815,7500,8,0,3,0,2
1163,0,0.506995336,29,0,0.5029988,2500,6,0,1,1,0
1164,0,0.120355791,59,0,0.151986183,11000,10,0,2,0,0
1165,0,0.247597087,56,0,0.702749471,5200,8,0,1,0,2
1166,0,0.321934593,44,0,1383,NA,7,0,2,0,1
1167,0,0.823059361,71,1,2061,NA,6,1,0,1,0
1168,1,0.902797114,45,3,2788,NA,8,2,1,2,0
1169,0,0.099482078,44,0,0.431368631,5004,7,0,1,0,3
1170,0,0.418397882,58,0,0.414148447,7180,14,0,2,0,0
1171,0,0.537344212,57,0,0.627822789,5800,19,0,1,0,0
1172,0,0.002776037,55,0,0.37584925,7800,11,0,2,0,1
1173,0,0.9999999,82,0,0,1400,0,0,0,0,0
1174,1,0.9999999,71,1,0.313816494,2800,2,0,1,1,0
1175,0,0.317047101,65,0,0.173402868,2300,14,0,0,0,0
1176,0,0.100578252,69,0,2209,NA,11,0,2,0,2
1177,0,0.109278443,54,0,1370,NA,5,0,1,0,0
1178,0,0.012951764,68,0,1968,NA,5,0,1,0,0
1179,0,0.186223251,58,1,0.251769464,8900,11,0,1,0,3
1180,0,0.219540157,31,0,220,NA,4,0,0,0,0
1181,0,0.386875937,48,0,0.119083018,20850,19,0,0,0,2
1182,0,0.809765043,64,0,0.476433476,10777,11,0,1,0,0
1183,0,0.126458612,60,0,263,NA,7,0,0,0,0
1184,0,0.281812558,79,1,0.304637654,10500,16,0,2,0,1
1185,0,0.058309113,70,0,0.723310676,2500,12,0,2,0,0
1186,0,0.075662361,63,0,0.315812527,6848,7,0,2,0,0
1187,1,0.087649402,27,0,0.009995457,2200,2,0,0,1,1
1188,0,0.544761241,58,0,0.592103062,5976,13,0,2,0,1
1189,0,0.099272518,58,0,0.034020012,8494,3,0,0,0,3
1190,0,0.201132761,65,0,0.248417722,7583,9,0,2,0,0
1191,0,0,48,0,0.31834083,2000,5,0,0,0,1
1192,0,0,43,0,0,NA,2,0,0,0,0
1193,0,0.963614554,46,0,0.224283305,3557,5,1,1,0,3
1194,0,0.027130865,43,0,0.256738293,8050,6,0,1,0,1
1195,0,0.081312065,65,1,315,NA,6,0,0,0,NA
1196,0,0.19129696,70,0,0.213109877,10083,15,0,1,0,0
1197,0,0.1031864,75,0,0.136302675,14166,5,0,2,0,0
1198,0,0.9999999,50,0,0.914857386,2348,5,0,1,0,0
1199,0,0.030586236,36,1,0.310935893,2916,5,0,0,0,2
1200,0,0.041084962,64,0,0.264227981,12000,8,0,1,0,0
1201,1,0,36,0,0.157678245,4375,7,0,0,0,2
1202,0,0,48,0,4212,NA,6,0,3,0,0
1203,0,0.375897212,62,0,0.29563096,9017,21,0,1,0,0
1204,0,0.9999999,68,0,0.196745562,1351,3,0,0,0,0
1205,0,0.9999999,59,0,0.020359935,5500,1,0,0,0,1
1206,0,0.096009775,53,0,0.545157068,4583,8,0,1,0,1
1207,0,0,37,1,1898,NA,3,0,1,0,0
1208,0,0.028200734,56,0,0.084599116,5200,10,0,1,0,0
1209,0,0.076703026,41,0,0.388436652,4790,14,0,2,0,0
1210,0,0.227820379,77,0,0.554915922,6600,24,0,2,0,0
1211,0,0,53,0,0,3000,2,0,0,0,1
1212,0,0.019391297,68,0,0.064577141,3700,9,0,0,0,1
1213,0,0.149113358,68,0,0.699205217,4906,8,0,2,0,0
1214,0,0.726759759,55,0,0.65170345,9333,9,0,3,0,2
1215,0,0.099815157,57,0,0.232339826,4260,8,0,1,0,1
1216,0,0.00077776,74,0,0.209539523,13333,6,0,3,0,0
1217,0,0.51835032,73,0,0.685146095,9000,13,0,2,0,0
1218,0,0.083984419,49,0,2461,NA,5,0,2,0,3
1219,0,0.047286367,69,0,0.012931609,7500,5,0,0,0,0
1220,0,0.142122933,54,0,2859,NA,18,0,3,0,1
1221,0,0.058416154,29,0,0.299711296,5541,10,0,0,0,0
1222,0,0.006556256,88,0,6,NA,7,0,0,0,NA
1223,0,0.062081558,28,0,0.012387188,5650,6,0,0,0,0
1224,0,0.9999999,27,0,0.014697237,1700,0,0,0,0,1
1225,0,0,43,0,0.437351223,4620,7,0,1,0,0
1226,0,0.065421016,56,1,0.238432226,1836,9,0,0,0,0
1227,0,0.901408451,27,0,0.15104398,2250,5,0,0,0,0
1228,0,0.072018143,50,0,1.434782609,2000,12,0,1,0,1
1229,0,0.392192869,43,0,0.150205533,9000,8,0,0,0,2
1230,0,0.507497501,68,0,0.012468828,3608,3,0,0,0,0
1231,0,0,37,0,1.687366167,1400,8,0,2,0,0
1232,1,0.9999999,60,1,0.540617473,4566,2,0,1,1,0
1233,0,0.016118843,38,0,0.1247501,2500,12,0,0,0,1
1234,0,0.593788744,63,0,3400,NA,13,0,2,0,1
1235,0,0.9999999,64,0,423,NA,2,0,0,0,0
1236,0,0.361682297,41,0,0.19675058,5600,9,0,0,0,2
1237,0,0.811623025,33,1,0.439755691,1800,8,0,0,0,4
1238,0,0.213456163,64,0,0.735554618,2370,9,0,2,0,0
1239,0,0.002124734,73,0,3256,NA,9,0,1,0,NA
1240,0,0.040253329,54,0,0.401668012,7433,12,0,1,0,2
1241,0,0.443626281,53,0,0.253686578,4000,6,0,0,0,1
1242,0,0.002012856,59,0,1164,NA,2,0,1,0,0
1243,0,0.05575925,62,0,0.014802119,6417,6,0,0,0,0
1244,0,0.007749806,60,0,0.220213749,7578,8,0,1,0,0
1245,0,0.696495633,46,0,0.276620563,6000,10,0,0,0,1
1246,0,0.58069462,39,1,0.785196922,4417,8,0,2,0,0
1247,0,0.120179936,52,1,0.427216786,9912,10,0,3,0,1
1248,0,0.022516958,67,0,1031,NA,5,0,1,0,0
1249,0,0.017594819,52,0,0.306472244,3908,7,0,1,0,1
1250,0,0.9999999,65,1,0.061422414,5567,1,0,0,0,0
1251,0,0,84,0,0,NA,1,0,0,0,0
1252,0,0.465521089,47,0,4085,NA,8,0,1,0,0
1253,0,0.874912509,46,0,0.302199741,8500,4,0,1,0,0
1254,0,0.037273952,63,0,0.953488372,1805,8,0,1,0,0
1255,0,0.141762552,78,0,0.028257457,5732,5,0,0,0,0
1256,0,0.017926392,62,0,0.005187456,4240,6,0,0,0,0
1257,0,0.082238982,30,0,2065,NA,7,0,2,0,NA
1258,0,0.07372713,53,0,0.139694329,7000,16,0,0,0,0
1259,0,0.006145513,74,0,3,NA,2,0,0,0,NA
1260,0,0.06781117,71,0,0.332303218,5500,19,0,2,0,1
1261,1,0.887080965,45,0,0.482275525,4710,4,0,1,1,2
1262,0,0.293687348,31,0,1268,NA,13,0,0,0,0
1263,0,0.030153714,58,0,0.003999,4000,6,0,0,0,0
1264,0,0.414618818,70,0,4681,NA,21,0,2,0,0
1265,0,0.853239735,62,0,0.48771563,1912,4,0,0,0,0
1266,0,0.004195682,45,1,0.478190226,8000,12,0,2,0,1
1267,1,0.767840152,74,3,0.2964495,2900,4,1,0,1,0
1268,1,0.041191762,31,0,0.261369315,2000,3,0,0,0,0
1269,0,0.015200908,63,0,0.007998609,5750,3,0,0,0,0
1270,0,0.006732763,76,0,613,NA,7,0,1,0,NA
1271,0,0.839792644,54,0,0.68240621,3091,9,0,1,0,1
1272,0,0.11327535,54,0,695,NA,5,0,1,0,1
1273,0,0.021418674,57,0,0.281414439,4750,13,0,1,0,1
1274,0,0.924271715,45,4,0.441760601,3725,7,2,0,0,2
1275,0,0.028458411,54,0,0.21915701,9750,22,0,1,0,0
1276,0,0.845719252,50,0,0.323338331,2000,6,0,0,0,1
1277,0,0.9999999,29,0,0.080187299,6833,3,0,0,0,0
1278,1,0.965034965,35,0,0.062791628,7500,2,0,1,1,2
1279,0,0.124366408,53,0,2196,NA,11,0,3,0,4
1280,0,0.033203829,71,0,0.318874019,6500,11,0,1,0,0
1281,0,0.036422035,30,0,1756,1,10,0,2,0,0
1282,0,0.9999999,82,0,278,NA,0,0,0,0,NA
1283,0,0.760016551,48,2,0.917543584,6366,10,0,1,0,1
1284,0,0.9999999,41,0,0.007664112,3000,0,0,0,0,0
1285,0,0.147775796,33,0,430,NA,8,0,0,0,0
